Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
thanks bro,2020-09-11 10:06:42,00:10:17,,Atiye: 2. Sezon: 5. Bölüm (Bölüm 5),,Apple iPhone 7 (GSM),00:33:56,Not latest view,TR (Turkey)
thanks bro,2020-09-11 10:01:45,00:01:59,,Atiye: 2. Sezon: 5. Bölüm (Bölüm 5),,Apple iPhone 7 (GSM),00:23:39,Not latest view,TR (Turkey)
thanks bro,2020-09-11 09:41:13,00:17:06,,Atiye: 2. Sezon: 5. Bölüm (Bölüm 5),,Apple iPhone 7 (GSM),00:21:40,Not latest view,TR (Turkey)
thanks bro,2020-09-11 09:35:52,00:04:24,,Atiye: 2. Sezon: 5. Bölüm (Bölüm 5),,Apple iPhone 7 (GSM),00:04:24,Not latest view,TR (Turkey)
thanks bro,2020-09-11 09:22:50,00:08:12,,Atiye: 2. Sezon: 4. Bölüm (Bölüm 4),,Apple iPhone 7 (GSM),00:39:49,00:39:49,TR (Turkey)
thanks bro,2020-09-11 07:27:25,00:14:24,,Atiye: 2. Sezon: 4. Bölüm (Bölüm 4),,Apple iPhone 7 (GSM),00:31:37,Not latest view,TR (Turkey)
thanks bro,2020-09-11 06:32:51,00:00:02,,Atiye: 2. Sezon: 4. Bölüm (Bölüm 4),,Apple iPhone 7 (GSM),00:17:32,Not latest view,TR (Turkey)
thanks bro,2020-09-11 06:12:07,00:10:56,,Atiye: 2. Sezon: 4. Bölüm (Bölüm 4),,Apple iPhone 7 (GSM),00:17:29,Not latest view,TR (Turkey)
thanks bro,2020-09-10 18:45:35,00:05:42,,Atiye: 2. Sezon: 4. Bölüm (Bölüm 4),,Apple iPhone 7 (GSM),00:05:52,Not latest view,TR (Turkey)
thanks bro,2020-09-10 17:53:37,00:23:48,,Atiye: 2. Sezon: 3. Bölüm (Bölüm 3),,Apple iPhone 7 (GSM),00:40:56,00:40:56,TR (Turkey)
thanks bro,2020-09-10 13:59:16,00:02:31,,Atiye: 2. Sezon: 3. Bölüm (Bölüm 3),,Apple iPhone 7 (GSM),00:16:48,Not latest view,TR (Turkey)
thanks bro,2020-09-10 10:42:38,00:13:36,,Atiye: 2. Sezon: 3. Bölüm (Bölüm 3),,Apple iPhone 7 (GSM),00:14:16,Not latest view,TR (Turkey)
thanks bro,2020-09-10 10:39:31,00:00:02,,Atiye: 2. Sezon: 3. Bölüm (Bölüm 3),,Apple iPhone 7 (GSM),00:00:00,Not latest view,TR (Turkey)
thanks bro,2020-09-10 09:36:51,00:38:29,,Atiye: 2. Sezon: 2. Bölüm (Bölüm 2),,Apple iPhone 7 (GSM),00:39:09,00:39:09,TR (Turkey)
thanks bro,2020-09-10 09:00:10,00:32:40,,Atiye: 2. Sezon: 1. Bölüm (Bölüm 1),,Apple iPhone 7 (GSM),00:32:50,00:32:50,TR (Turkey)
thanks bro,2020-09-05 09:09:29,00:07:25,,Rick and Morty: 2. Sezon: Düğün (Bölüm 10),,Apple iPhone 7 (GSM),00:07:14,00:07:14,TR (Turkey)
thanks bro,2020-09-02 09:11:48,00:07:53,,Keeping Up with the Kardashians: 4. Sezon: Düğün (Bölüm 1),,Apple iPhone 7 (GSM),00:07:53,00:07:53,TR (Turkey)
thanks bro,2020-08-29 10:01:29,00:21:00,,Marseille: 2. Sezon: Fetih (Bölüm 3),,iPad Air 2 WiFi,00:50:06,00:50:06,TR (Turkey)
thanks bro,2020-08-29 09:57:56,00:03:01,,Marseille: 2. Sezon: Baskınlık (Bölüm 2),,iPad Air 2 WiFi,00:45:51,00:45:51,TR (Turkey)
thanks bro,2020-08-29 09:57:23,00:00:13,,Marseille: 1. Sezon: Timsah (Bölüm 3),,iPad Air 2 WiFi,00:01:37,00:01:37,TR (Turkey)
thanks bro,2020-08-29 09:42:03,00:01:24,,Marseille: 1. Sezon: Timsah (Bölüm 3),,iPad Air 2 WiFi,00:01:24,Not latest view,TR (Turkey)
thanks bro,2020-08-29 09:40:54,00:00:54,,Marseille: 1. Sezon: 20 Yıl (Bölüm 1),,iPad Air 2 WiFi,00:00:54,00:00:54,TR (Turkey)
thanks bro,2020-08-14 16:34:38,00:12:10,,How I Met Your Mother: 3. Sezon: Diğer Herkesle Nasıl Tanıştım? (Bölüm 5),,Apple iPhone 7 (GSM),00:12:10,Not latest view,TR (Turkey)
thanks bro,2020-08-13 20:13:11,00:08:40,,Not Defteri,,Apple iPhone 7 (GSM),01:59:20,01:59:20,TR (Turkey)
thanks bro,2020-08-13 17:02:14,00:25:31,,Not Defteri,,Apple iPhone 7 (GSM),01:49:00,Not latest view,TR (Turkey)
thanks bro,2020-08-13 16:30:39,00:28:37,,Not Defteri,,Apple iPhone 7 (GSM),01:24:59,Not latest view,TR (Turkey)
thanks bro,2020-08-13 15:17:49,00:53:55,,Not Defteri,,Apple iPhone 7 (GSM),00:54:15,Not latest view,TR (Turkey)
thanks bro,2020-08-05 21:20:35,00:08:18,,Benjamin Button’ın Tuhaf Hikayesi,,Apple iPhone 7 (GSM),00:08:18,Not latest view,TR (Turkey)
thanks bro,2020-07-20 19:05:26,00:00:02,Autoplayed: user action: None; ,Aşk 101: 1. Sezon: İlk An (Bölüm 1),,Apple iPhone 7 (GSM),00:00:02,00:00:02,TR (Turkey)
thanks bro,2020-07-11 14:10:27,00:39:33,,Sherlock: 3. Seri: Üçlerin İmzası (Bölüm 2),,Chrome PC (Cadmium),00:38:47,00:38:47,TR (Turkey)
thanks bro,2020-07-11 14:09:30,00:00:02,,Brooklyn Nine-Nine: 1. Sezon: Spreyci (Bölüm 2),,Chrome PC (Cadmium),00:00:02,00:00:02,TR (Turkey)
thanks bro,2020-07-11 11:17:50,00:20:34,,Brooklyn Nine-Nine: 1. Sezon: Spreyci (Bölüm 2),,Chrome PC (Cadmium),00:20:50,Not latest view,TR (Turkey)
thanks bro,2020-07-11 10:40:43,00:23:14,,Brooklyn Nine-Nine: 1. Sezon: Pilot Bölüm (Bölüm 1),,Chrome PC (Cadmium),00:22:38,00:22:38,TR (Turkey)
thanks bro,2020-07-09 16:22:30,00:21:44,,Rick and Morty: 4. Sezon: Mort'un Çocukrick'i (Bölüm 9),,Chrome PC (Cadmium),00:21:34,Not latest view,TR (Turkey)
thanks bro,2020-07-06 21:26:23,00:25:56,,Big Mouth: 3. Sezon: Süper Kahramanlar (Bölüm 11),,Chrome PC (Cadmium),00:26:14,00:26:14,TR (Turkey)
thanks bro,2020-07-06 20:59:02,00:26:22,,Big Mouth: 3. Sezon: Taciz Filmi Müzikali (Bölüm 10),,Chrome PC (Cadmium),00:27:01,00:27:01,TR (Turkey)
thanks bro,2020-07-06 20:28:20,00:26:07,,Big Mouth: 3. Sezon: Test (Bölüm 9),,Chrome PC (Cadmium),00:26:48,00:26:48,TR (Turkey)
thanks bro,2020-07-06 19:56:00,00:00:02,,Big Mouth: 3. Sezon: Test (Bölüm 9),,Chrome PC (Cadmium),00:00:11,Not latest view,TR (Turkey)
thanks bro,2020-07-06 19:36:42,00:16:06,,Big Mouth: 3. Sezon: Sıralama (Bölüm 8),,Chrome PC (Cadmium),00:25:56,00:25:56,TR (Turkey)
thanks bro,2020-07-06 18:12:14,00:09:31,,Big Mouth: 3. Sezon: Sıralama (Bölüm 8),,Chrome PC (Cadmium),00:10:10,Not latest view,TR (Turkey)
thanks bro,2020-07-06 17:43:09,00:25:28,,Big Mouth: 3. Sezon: Duke (Bölüm 7),,Chrome PC (Cadmium),00:25:34,00:25:34,TR (Turkey)
thanks bro,2020-07-06 17:25:39,00:16:36,,Big Mouth: 3. Sezon: Orgazma Nasıl Ulaşılır (Bölüm 6),,Chrome PC (Cadmium),00:25:51,00:25:51,TR (Turkey)
thanks bro,2020-07-06 16:38:36,00:05:32,,Big Mouth: 3. Sezon: Orgazma Nasıl Ulaşılır (Bölüm 6),,Chrome PC (Cadmium),00:09:24,Not latest view,TR (Turkey)
thanks bro,2020-07-06 15:39:07,00:04:06,,Big Mouth: 3. Sezon: Orgazma Nasıl Ulaşılır (Bölüm 6),,Chrome PC (Cadmium),00:04:22,Not latest view,TR (Turkey)
thanks bro,2020-07-06 15:04:22,00:25:45,,Big Mouth: 3. Sezon: Florida (Bölüm 5),,Chrome PC (Cadmium),00:25:51,00:25:51,TR (Turkey)
thanks bro,2020-07-06 14:38:42,00:25:19,,Big Mouth: 3. Sezon: Takıntı (Bölüm 4),,Chrome PC (Cadmium),00:25:27,00:25:27,TR (Turkey)
thanks bro,2020-07-06 13:53:40,00:00:13,Autoplayed: user action: None; ,Big Mouth: 3. Sezon: Takıntı (Bölüm 4),,Chrome PC (Cadmium),00:00:12,Not latest view,TR (Turkey)
thanks bro,2020-07-06 13:43:13,00:09:07,,Big Mouth: 3. Sezon: Cellsea (Bölüm 3),,Chrome PC (Cadmium),00:26:11,00:26:11,TR (Turkey)
thanks bro,2020-07-06 12:54:12,00:16:52,,Big Mouth: 3. Sezon: Cellsea (Bölüm 3),,Chrome PC (Cadmium),00:17:14,Not latest view,TR (Turkey)
thanks bro,2020-07-06 12:46:51,00:06:42,,Big Mouth: 3. Sezon: Kızlar da Öfkelidir (Bölüm 2),,Chrome PC (Cadmium),00:29:32,00:29:32,TR (Turkey)
thanks bro,2020-07-06 10:25:06,00:19:18,,Big Mouth: 3. Sezon: Kızlar da Öfkelidir (Bölüm 2),,Chrome PC (Cadmium),00:21:55,Not latest view,TR (Turkey)
thanks bro,2020-07-04 17:13:41,00:00:21,,Big Mouth: 3. Sezon: Kızlar da Öfkelidir (Bölüm 2),,Chrome PC (Cadmium),00:02:14,Not latest view,TR (Turkey)
thanks bro,2020-07-04 16:29:45,00:32:04,,Big Mouth: 3. Sezon: Benim Tüylü Aşkım (Bölüm 1),,Chrome PC (Cadmium),00:45:33,00:45:33,TR (Turkey)
thanks bro,2020-07-04 13:58:49,00:13:14,,Big Mouth: 3. Sezon: Benim Tüylü Aşkım (Bölüm 1),,Chrome PC (Cadmium),00:12:42,Not latest view,TR (Turkey)
thanks bro,2020-07-04 13:21:05,00:26:04,,Big Mouth: 2. Sezon: Ergenlik Departmanı (Bölüm 10),,Chrome PC (Cadmium),00:27:24,00:27:24,TR (Turkey)
thanks bro,2020-07-04 12:43:59,00:00:05,,Big Mouth: 2. Sezon: Ergenlik Departmanı (Bölüm 10),,Chrome PC (Cadmium),00:00:05,Not latest view,TR (Turkey)
thanks bro,2020-07-04 11:08:45,00:25:26,,Big Mouth: 2. Sezon: Öpüşmek mi Paylaşmak mı? (Bölüm 9),,Chrome PC (Cadmium),00:25:31,00:25:31,TR (Turkey)
thanks bro,2020-07-04 10:37:44,00:24:51,,Big Mouth: 2. Sezon: Memenin Karanlık Yüzü (Bölüm 8),,Chrome PC (Cadmium),00:25:12,00:25:12,TR (Turkey)
thanks bro,2020-07-04 10:02:05,00:00:03,,Big Mouth: 2. Sezon: Memenin Karanlık Yüzü (Bölüm 8),,Chrome PC (Cadmium),00:00:08,Not latest view,TR (Turkey)
thanks bro,2020-07-04 09:28:13,00:24:20,,Big Mouth: 2. Sezon: Erkekler Şehri (Bölüm 7),,Chrome PC (Cadmium),00:24:43,00:24:43,TR (Turkey)
thanks bro,2020-07-04 08:53:21,00:23:15,,Big Mouth: 2. Sezon: Uyuşturucu Arkadaşları (Bölüm 6),,Chrome PC (Cadmium),00:25:34,00:25:34,TR (Turkey)
thanks bro,2020-07-03 10:05:30,00:01:55,,Big Mouth: 2. Sezon: Uyuşturucu Arkadaşları (Bölüm 6),,Chrome PC (Cadmium),00:02:29,Not latest view,TR (Turkey)
thanks bro,2020-07-03 09:40:24,00:25:04,,Big Mouth: 2. Sezon: Aile Planlaması (Bölüm 5),,Chrome PC (Cadmium),00:25:20,00:25:20,TR (Turkey)
thanks bro,2020-07-03 09:06:52,00:24:54,,Big Mouth: 2. Sezon: Bakir Steve (Bölüm 4),,Chrome PC (Cadmium),00:24:51,00:24:51,TR (Turkey)
thanks bro,2020-07-02 18:08:48,00:00:01,,Big Mouth: 2. Sezon: Bakir Steve (Bölüm 4),,Chrome PC (Cadmium),00:00:07,Not latest view,TR (Turkey)
thanks bro,2020-07-02 17:42:07,00:25:05,,Big Mouth: 2. Sezon: Utanç Büyücüsü (Bölüm 3),,Chrome PC (Cadmium),00:25:32,00:25:32,TR (Turkey)
thanks bro,2020-07-02 17:35:58,00:00:01,,Big Mouth: 2. Sezon: Utanç Büyücüsü (Bölüm 3),,Chrome PC (Cadmium),00:00:09,Not latest view,TR (Turkey)
thanks bro,2020-06-30 21:25:10,00:00:02,Autoplayed: user action: None; ,Big Mouth: 2. Sezon: Utanç Büyücüsü (Bölüm 3),,Chrome PC (Cadmium),00:00:08,Not latest view,TR (Turkey)
thanks bro,2020-06-30 20:58:54,00:25:29,,Big Mouth: 2. Sezon: Memeler Nasıl Şeyler? (Bölüm 2),,Chrome PC (Cadmium),00:25:34,00:25:34,TR (Turkey)
thanks bro,2020-06-30 20:38:29,00:19:05,,Big Mouth: 2. Sezon: Ben Normal miyim? (Bölüm 1),,Chrome PC (Cadmium),00:23:49,00:23:49,TR (Turkey)
thanks bro,2020-06-30 19:32:29,00:04:31,,Big Mouth: 2. Sezon: Ben Normal miyim? (Bölüm 1),,Chrome PC (Cadmium),00:04:44,Not latest view,TR (Turkey)
thanks bro,2020-06-30 19:02:03,00:25:39,,Big Mouth: 1. Sezon: Porno Boyutu (Bölüm 10),,Chrome PC (Cadmium),00:25:34,00:25:34,TR (Turkey)
thanks bro,2020-06-29 18:01:02,00:00:01,,Big Mouth: 1. Sezon: Porno Boyutu (Bölüm 10),,Chrome PC (Cadmium),00:00:07,Not latest view,TR (Turkey)
thanks bro,2020-06-29 17:31:49,00:25:17,,Big Mouth: 1. Sezon: Jessi'nin Doğum Gününden Sağ Çıktım (Bölüm 9),,Chrome PC (Cadmium),00:25:19,00:25:19,TR (Turkey)
thanks bro,2020-06-27 10:04:32,00:00:04,,Big Mouth: 1. Sezon: Jessi'nin Doğum Gününden Sağ Çıktım (Bölüm 9),,Chrome PC (Cadmium),00:00:09,Not latest view,TR (Turkey)
thanks bro,2020-06-27 09:37:06,00:24:42,,Big Mouth: 1. Sezon: Kafa İtişi (Bölüm 8),,Chrome PC (Cadmium),00:25:15,00:25:15,TR (Turkey)
thanks bro,2020-06-26 09:51:56,00:00:01,,Big Mouth: 1. Sezon: Kafa İtişi (Bölüm 8),,Chrome PC (Cadmium),00:00:07,Not latest view,TR (Turkey)
thanks bro,2020-06-26 09:26:06,00:25:19,,Big Mouth: 1. Sezon: Islak Bir Rüya İçin Ağıt (Bölüm 7),,Chrome PC (Cadmium),00:25:44,00:25:44,TR (Turkey)
thanks bro,2020-06-25 09:44:01,00:00:01,,Big Mouth: 1. Sezon: Islak Bir Rüya İçin Ağıt (Bölüm 7),,Chrome PC (Cadmium),00:00:06,Not latest view,TR (Turkey)
thanks bro,2020-06-25 09:18:50,00:24:44,,Big Mouth: 1. Sezon: Yastık Muhabbeti (Bölüm 6),,Chrome PC (Cadmium),00:25:55,00:25:55,TR (Turkey)
thanks bro,2020-06-24 10:01:19,00:00:02,,Big Mouth: 1. Sezon: Yastık Muhabbeti (Bölüm 6),,Chrome PC (Cadmium),00:01:30,Not latest view,TR (Turkey)
thanks bro,2020-06-24 09:02:16,00:01:15,,Big Mouth: 1. Sezon: Yastık Muhabbeti (Bölüm 6),,Chrome PC (Cadmium),00:01:48,Not latest view,TR (Turkey)
thanks bro,2020-06-24 08:35:45,00:25:51,,Big Mouth: 1. Sezon: Kızlar da Azgındır (Bölüm 5),,Chrome PC (Cadmium),00:25:52,00:25:52,TR (Turkey)
thanks bro,2020-06-24 08:16:30,00:10:45,,Gossip Girl: 4. Sezon: Sabotaj Planları (Bölüm 3),,Chrome PC (Cadmium),00:10:13,Not latest view,TR (Turkey)
thanks bro,2020-06-20 20:49:30,00:01:11,,Keeping Up with the Kardashians: 2. Sezon: Khloe'nin Tanışma Randevuları (Bölüm 5),,Apple iPhone 7 (GSM),00:01:11,00:01:11,TR (Turkey)
thanks bro,2020-06-19 22:10:39,00:21:29,,Eğlenceli Tarih Dersleri: 1. Sezon: Hazır Yemekler (Bölüm 1),,Chrome PC (Cadmium),00:20:53,00:20:53,TR (Turkey)
thanks bro,2020-06-12 16:24:36,00:00:03,,Hasan Minhaj: Vatanseverliğe Giriş 101: 1. Cilt: Suudi Arabistan (Bölüm 2),,Chrome PC (Cadmium),00:00:03,00:00:03,TR (Turkey)
thanks bro,2020-06-08 13:25:45,00:14:03,,Keeping Up with the Kardashians: 2. Sezon: Ponpon Kız Kris (Bölüm 4),,Apple iPhone 7 (GSM),00:21:55,00:21:55,TR (Turkey)
thanks bro,2020-06-08 13:21:46,00:02:47,,Keeping Up with the Kardashians: 2. Sezon: Ponpon Kız Kris (Bölüm 4),,Apple iPhone 7 (GSM),00:07:42,Not latest view,TR (Turkey)
thanks bro,2020-06-06 20:03:22,00:04:41,Autoplayed: user action: None; ,Keeping Up with the Kardashians: 2. Sezon: Ponpon Kız Kris (Bölüm 4),,Apple iPhone 7 (GSM),00:04:54,Not latest view,TR (Turkey)
thanks bro,2020-06-06 19:50:45,00:11:40,,Keeping Up with the Kardashians: 2. Sezon: Rob'un Yeni Kız Arkadaşı (Bölüm 3),,Apple iPhone 7 (GSM),00:21:30,00:21:30,TR (Turkey)
thanks bro,2020-06-06 19:18:12,00:02:03,,Keeping Up with the Kardashians: 2. Sezon: Rob'un Yeni Kız Arkadaşı (Bölüm 3),,Apple iPhone 7 (GSM),00:07:40,Not latest view,TR (Turkey)
thanks bro,2020-06-06 18:35:09,00:00:14,,Keeping Up with the Kardashians: 2. Sezon: Rob'un Yeni Kız Arkadaşı (Bölüm 3),,Apple iPhone 7 (GSM),00:05:37,Not latest view,TR (Turkey)
thanks bro,2020-06-06 18:29:39,00:00:02,,Keeping Up with the Kardashians: 2. Sezon: Rob'un Yeni Kız Arkadaşı (Bölüm 3),,Apple iPhone 7 (GSM),00:05:23,Not latest view,TR (Turkey)
thanks bro,2020-06-06 18:20:45,00:05:11,,Keeping Up with the Kardashians: 2. Sezon: Rob'un Yeni Kız Arkadaşı (Bölüm 3),,Apple iPhone 7 (GSM),00:05:21,Not latest view,TR (Turkey)
thanks bro,2020-06-05 08:00:13,00:11:38,,Keeping Up with the Kardashians: 2. Sezon: Khloe Oyuncu Olmak İstiyor (Bölüm 2),,Apple iPhone 7 (GSM),00:21:39,00:21:39,TR (Turkey)
thanks bro,2020-06-04 21:01:41,00:10:00,Autoplayed: user action: None; ,Keeping Up with the Kardashians: 2. Sezon: Khloe Oyuncu Olmak İstiyor (Bölüm 2),,Apple iPhone 7 (GSM),00:10:00,Not latest view,TR (Turkey)
thanks bro,2020-06-04 20:42:25,00:19:05,,"Keeping Up with the Kardashians: 2. Sezon: Kim, Diva Oluyor (Bölüm 1)",,Apple iPhone 7 (GSM),00:20:56,00:20:56,TR (Turkey)
thanks bro,2020-06-04 16:23:34,00:00:19,,"Keeping Up with the Kardashians: 2. Sezon: Kim, Diva Oluyor (Bölüm 1)",,Apple iPhone 7 (GSM),00:01:50,Not latest view,TR (Turkey)
thanks bro,2020-06-04 16:21:48,00:01:27,,"Keeping Up with the Kardashians: 2. Sezon: Kim, Diva Oluyor (Bölüm 1)",,Apple iPhone 7 (GSM),00:01:30,Not latest view,TR (Turkey)
thanks bro,2020-06-04 01:45:26,00:22:43,,Brooklyn Nine-Nine: 5. Sezon: Jake ve Amy (Bölüm 22),,Chrome PC (Cadmium),00:21:51,Not latest view,TR (Turkey)
thanks bro,2020-06-04 01:23:42,00:21:39,,Brooklyn Nine-Nine: 5. Sezon: Beyaz Balina (Bölüm 21),,Chrome PC (Cadmium),00:21:36,Not latest view,TR (Turkey)
thanks bro,2020-06-04 01:01:29,00:22:06,,Brooklyn Nine-Nine: 5. Sezon: Gidiyorum (Bölüm 20),,Chrome PC (Cadmium),00:21:13,Not latest view,TR (Turkey)
thanks bro,2020-06-04 00:39:50,00:21:28,,Brooklyn Nine-Nine: 5. Sezon: Bekârlığa Veda Partileri (Bölüm 19),,Chrome PC (Cadmium),00:21:36,Not latest view,TR (Turkey)
thanks bro,2020-06-03 23:22:56,00:01:23,,Brooklyn Nine-Nine: 5. Sezon: Bekârlığa Veda Partileri (Bölüm 19),,Chrome PC (Cadmium),00:01:15,Not latest view,TR (Turkey)
thanks bro,2020-06-03 22:58:55,00:22:12,,Brooklyn Nine-Nine: 5. Sezon: Gray Star Sigorta (Bölüm 18),,Chrome PC (Cadmium),00:21:26,Not latest view,TR (Turkey)
thanks bro,2020-06-03 22:37:05,00:21:47,,Brooklyn Nine-Nine: 5. Sezon: DFW (Bölüm 17),,Chrome PC (Cadmium),00:21:33,Not latest view,TR (Turkey)
thanks bro,2020-06-03 22:14:01,00:22:52,,Brooklyn Nine-Nine: 5. Sezon: NutriBoom (Bölüm 16),,Chrome PC (Cadmium),00:21:05,Not latest view,TR (Turkey)
thanks bro,2020-06-03 21:52:39,00:20:36,Autoplayed: user action: None; ,Brooklyn Nine-Nine: 5. Sezon: Sorgu (Bölüm 14),,Chrome PC (Cadmium),00:22:04,Not latest view,TR (Turkey)
thanks bro,2020-06-03 21:15:57,00:10:02,,Brooklyn Nine-Nine: 5. Sezon: Pazarlık (Bölüm 13),,Chrome PC (Cadmium),00:21:35,Not latest view,TR (Turkey)
thanks bro,2020-06-03 20:53:49,00:00:01,,"Keeping Up with the Kardashians: 2. Sezon: Kim, Diva Oluyor (Bölüm 1)",,Apple iPhone 7 (GSM),00:00:00,Not latest view,TR (Turkey)
thanks bro,2020-06-03 20:27:50,00:21:58,,Keeping Up with the Kardashians: 1. Sezon: Şöhretin Bedeli (Bölüm 8),,Apple iPhone 7 (GSM),00:21:58,00:21:58,TR (Turkey)
thanks bro,2020-06-03 20:14:46,00:12:55,,Keeping Up with the Kardashians: 1. Sezon: Yardım Eli (Bölüm 7),,Apple iPhone 7 (GSM),00:21:56,00:21:56,TR (Turkey)
thanks bro,2020-06-03 19:55:37,00:22:12,,Brooklyn Nine-Nine: 5. Sezon: Bulmaca Ustası (Bölüm 15),,Chrome PC (Cadmium),00:21:35,Not latest view,TR (Turkey)
thanks bro,2020-06-03 19:26:57,00:28:03,,Brooklyn Nine-Nine: 5. Sezon: Sorgu (Bölüm 14),,Chrome PC (Cadmium),00:22:00,Not latest view,TR (Turkey)
thanks bro,2020-06-03 18:53:22,00:27:29,Autoplayed: user action: None; ,Brooklyn Nine-Nine: 5. Sezon: Pazarlık (Bölüm 13),,Chrome PC (Cadmium),00:21:35,Not latest view,TR (Turkey)
thanks bro,2020-06-03 18:49:25,00:03:53,,Brooklyn Nine-Nine: 5. Sezon: Güvenli Ev (Bölüm 12),,Chrome PC (Cadmium),00:21:39,Not latest view,TR (Turkey)
thanks bro,2020-06-03 18:49:20,00:00:01,,Brooklyn Nine-Nine: 5. Sezon: Pazarlık (Bölüm 13),,Chrome PC (Cadmium),00:00:03,Not latest view,TR (Turkey)
thanks bro,2020-06-03 03:03:45,00:00:01,,Brooklyn Nine-Nine: 5. Sezon: Pazarlık (Bölüm 13),,Chrome PC (Cadmium),00:00:02,Not latest view,TR (Turkey)
thanks bro,2020-06-03 02:41:35,00:22:03,,Brooklyn Nine-Nine: 5. Sezon: Güvenli Ev (Bölüm 12),,Chrome PC (Cadmium),00:21:39,Not latest view,TR (Turkey)
thanks bro,2020-06-03 02:19:16,00:22:13,,Brooklyn Nine-Nine: 5. Sezon: İyilik (Bölüm 11),,Chrome PC (Cadmium),00:21:37,Not latest view,TR (Turkey)
thanks bro,2020-06-03 00:05:00,00:00:08,,Brooklyn Nine-Nine: 5. Sezon: İyilik (Bölüm 11),,Chrome PC (Cadmium),00:00:09,Not latest view,TR (Turkey)
thanks bro,2020-06-02 23:06:27,00:28:57,,Brooklyn Nine-Nine: 5. Sezon: Oyun Gecesi (Bölüm 10),,Chrome PC (Cadmium),00:21:38,Not latest view,TR (Turkey)
thanks bro,2020-06-02 22:28:21,00:28:27,Autoplayed: user action: None; ,Brooklyn Nine-Nine: 5. Sezon: 99 (Bölüm 9),,Chrome PC (Cadmium),00:21:35,Not latest view,TR (Turkey)
thanks bro,2020-06-02 22:22:47,00:05:19,,Brooklyn Nine-Nine: 5. Sezon: Skyfire'a Dönüş (Bölüm 8),,Chrome PC (Cadmium),00:21:39,Not latest view,TR (Turkey)
thanks bro,2020-06-02 22:22:31,00:00:14,,Brooklyn Nine-Nine: 5. Sezon: 99 (Bölüm 9),,Chrome PC (Cadmium),00:00:17,Not latest view,TR (Turkey)
thanks bro,2020-06-02 21:17:24,00:08:49,,Keeping Up with the Kardashians: 1. Sezon: Yardım Eli (Bölüm 7),,Apple iPhone 7 (GSM),00:09:00,Not latest view,TR (Turkey)
thanks bro,2020-06-02 20:58:14,00:19:05,,Keeping Up with the Kardashians: 1. Sezon: Kesinlikle Hamilesin Canım (Bölüm 6),,Apple iPhone 7 (GSM),00:21:56,00:21:56,TR (Turkey)
thanks bro,2020-06-02 20:20:30,00:02:26,,Keeping Up with the Kardashians: 1. Sezon: Kesinlikle Hamilesin Canım (Bölüm 6),,Apple iPhone 7 (GSM),00:02:51,Not latest view,TR (Turkey)
thanks bro,2020-06-02 19:58:34,00:21:37,,Keeping Up with the Kardashians: 1. Sezon: Babanın Ölüm Yıl Dönümü (Bölüm 5),,Apple iPhone 7 (GSM),00:21:56,00:21:56,TR (Turkey)
thanks bro,2020-06-02 17:59:45,00:07:52,,Keeping Up with the Kardashians: 1. Sezon: Anadan Doğma (Bölüm 4),,Apple iPhone 7 (GSM),00:21:52,00:21:52,TR (Turkey)
thanks bro,2020-06-02 17:18:32,00:00:02,,Brooklyn Nine-Nine: 5. Sezon: 99 (Bölüm 9),,Chrome PC (Cadmium),00:00:03,Not latest view,TR (Turkey)
thanks bro,2020-06-02 16:36:00,00:23:49,,Brooklyn Nine-Nine: 5. Sezon: Skyfire'a Dönüş (Bölüm 8),,Chrome PC (Cadmium),00:21:34,Not latest view,TR (Turkey)
thanks bro,2020-06-02 16:27:34,00:05:30,,Brooklyn Nine-Nine: 5. Sezon: İki Hindi (Bölüm 7),,Chrome PC (Cadmium),00:21:38,Not latest view,TR (Turkey)
thanks bro,2020-06-02 15:58:43,00:16:57,,Brooklyn Nine-Nine: 5. Sezon: İki Hindi (Bölüm 7),,Chrome PC (Cadmium),00:16:08,Not latest view,TR (Turkey)
thanks bro,2020-06-02 15:09:59,00:21:35,,Brooklyn Nine-Nine: 5. Sezon: Mekân (Bölüm 6),,Chrome PC (Cadmium),00:21:32,Not latest view,TR (Turkey)
thanks bro,2020-06-02 14:46:57,00:22:49,,Brooklyn Nine-Nine: 5. Sezon: Kötü El (Bölüm 5),,Chrome PC (Cadmium),00:21:35,Not latest view,TR (Turkey)
thanks bro,2020-06-02 14:24:48,00:21:50,,Brooklyn Nine-Nine: 5. Sezon: Cadılar Bayramı V (Bölüm 4),,Chrome PC (Cadmium),00:21:16,Not latest view,TR (Turkey)
thanks bro,2020-06-02 13:56:36,00:22:14,,Brooklyn Nine-Nine: 5. Sezon: Ayakkabı (Bölüm 3),,Chrome PC (Cadmium),00:21:31,Not latest view,TR (Turkey)
thanks bro,2020-06-02 13:46:11,00:13:40,,Keeping Up with the Kardashians: 1. Sezon: Anadan Doğma (Bölüm 4),,Apple iPhone 7 (GSM),00:13:59,Not latest view,TR (Turkey)
thanks bro,2020-06-02 13:33:57,00:22:33,,Brooklyn Nine-Nine: 5. Sezon: Hapishane: Kısım 2 (Bölüm 2),,Chrome PC (Cadmium),00:21:48,Not latest view,TR (Turkey)
